id,label,transliter_kmu2010,name,is_uppercase,type,is_alternate,top,bottom,left,right,height,width,filename,btop,bbottom,bleft,bright
253,и,y,y,False,italic,False,67,131,62,137,64,75,glyphs/y-13.png,61.0,124.0,66.0,132.0
254,и,y,y,False,italic,False,63,135,69,129,72,60,glyphs/y-14.png,62.0,124.0,64.0,134.0
255,и,y,y,False,italic,False,58,140,69,129,82,60,glyphs/y-15.png,66.0,113.0,56.0,143.0
256,и,y,y,False,italic,False,57,141,75,124,84,49,glyphs/y-16.png,71.0,124.0,58.0,140.0
257,и,y,y,False,italic,False,66,133,49,149,67,100,glyphs/y-17.png,66.0,122.0,64.0,133.0
258,і,i,i,False,italic,False,74,124,63,135,50,72,glyphs/i-0.png,84.0,135.0,85.0,131.0
259,і,i,i,False,italic,False,89,110,55,144,21,89,glyphs/i-1.png,89.0,145.0,90.0,115.0
260,і,i,i,False,italic,False,89,110,56,143,21,87,glyphs/i-2.png,95.0,145.0,88.0,116.0
261,і,i,i,False,italic,False,74,124,54,144,50,90,glyphs/i-3.png,90.0,144.0,80.0,127.0
262,і,i,i,False,italic,False,68,130,62,136,62,74,glyphs/i-4.png,85.0,141.0,87.0,131.0
263,і,i,i,False,italic,False,84,114,55,143,30,88,glyphs/i-5.png,88.0,144.0,81.0,116.0
264,і,i,i,False,italic,False,73,125,45,154,52,109,glyphs/i-6.png,76.0,156.0,80.0,128.0
265,і,i,i,False,italic,False,61,138,47,151,77,104,glyphs/i-7.png,82.0,150.0,76.0,137.0
266,і,i,i,False,italic,False,82,116,50,148,34,98,glyphs/i-8.png,76.0,147.0,89.0,118.0
267,і,i,i,False,italic,False,83,115,52,147,32,95,glyphs/i-9.png,70.0,149.0,80.0,113.0
268,і,i,i,False,italic,False,77,121,47,152,44,105,glyphs/i-10.png,89.0,152.0,81.0,124.0
269,і,i,i,False,italic,False,76,123,50,148,47,98,glyphs/i-11.png,81.0,148.0,85.0,124.0
270,і,i,i,False,italic,False,79,119,51,147,40,96,glyphs/i-12.png,79.0,148.0,84.0,120.0
271,і,i,i,False,italic,False,83,116,53,146,33,93,glyphs/i-13.png,90.0,146.0,83.0,116.0
272,і,i,i,False,italic,False,78,120,57,141,42,84,glyphs/i-14.png,91.0,141.0,89.0,122.0
273,і,i,i,False,italic,False,81,117,52,146,36,94,glyphs/i-15.png,82.0,144.0,81.0,121.0
274,і,i,i,False,italic,False,70,129,54,145,59,91,glyphs/i-16.png,95.0,147.0,91.0,129.0
275,і,i,i,False,italic,False,87,112,47,152,25,105,glyphs/i-17.png,96.0,151.0,90.0,116.0
276,і,i,i,False,italic,False,88,110,56,143,22,87,glyphs/i-18.png,91.0,143.0,86.0,114.0
277,і,i,i,False,italic,False,81,117,42,157,36,115,glyphs/i-19.png,82.0,155.0,79.0,116.0
278,ї,yi,yi,False,italic,False,69,130,43,156,61,113,glyphs/yi-0.png,84.0,154.0,99.0,129.0
279,ї,yi,yi,False,italic,False,74,125,57,141,51,84,glyphs/yi-1.png,88.0,141.0,93.0,127.0
280,ї,yi,yi,False,italic,False,74,124,55,144,50,89,glyphs/yi-2.png,91.0,143.0,97.0,126.0
281,ї,yi,yi,False,italic,False,82,117,46,153,35,107,glyphs/yi-3.png,84.0,154.0,80.0,115.0
282,ї,yi,yi,False,italic,False,68,131,51,147,63,96,glyphs/yi-4.png,98.0,147.0,87.0,130.0
283,ї,yi,yi,False,italic,False,81,118,39,159,37,120,glyphs/yi-5.png,80.0,159.0,92.0,119.0
284,ї,yi,yi,False,italic,False,64,135,51,148,71,97,glyphs/yi-6.png,82.0,150.0,92.0,134.0
285,ї,yi,yi,False,italic,False,75,124,48,151,49,103,glyphs/yi-7.png,93.0,152.0,97.0,125.0
286,ї,yi,yi,False,italic,False,80,119,44,154,39,110,glyphs/yi-8.png,80.0,154.0,89.0,120.0
287,ї,yi,yi,False,italic,False,68,131,41,158,63,117,glyphs/yi-9.png,75.0,156.0,88.0,129.0
288,ї,yi,yi,False,italic,False,72,127,44,155,55,111,glyphs/yi-10.png,78.0,154.0,88.0,127.0
289,ї,yi,yi,False,italic,False,63,136,39,160,73,121,glyphs/yi-11.png,70.0,159.0,86.0,133.0
290,ї,yi,yi,False,italic,False,69,129,57,142,60,85,glyphs/yi-12.png,81.0,143.0,89.0,130.0
291,ї,yi,yi,False,italic,False,60,139,51,148,79,97,glyphs/yi-13.png,80.0,149.0,87.0,137.0
292,ї,yi,yi,False,italic,False,63,136,52,147,73,95,glyphs/yi-14.png,84.0,145.0,92.0,134.0
293,ї,yi,yi,False,italic,False,78,121,57,142,43,85,glyphs/yi-15.png,94.0,143.0,92.0,121.0
294,ї,yi,yi,False,italic,False,76,123,44,155,47,111,glyphs/yi-16.png,88.0,153.0,80.0,122.0
295,ї,yi,yi,False,italic,False,75,123,55,144,48,89,glyphs/yi-17.png,90.0,145.0,77.0,122.0
296,ї,yi,yi,False,italic,False,63,136,49,149,73,100,glyphs/yi-18.png,79.0,148.0,93.0,134.0
297,ї,yi,yi,False,italic,False,75,124,51,147,49,96,glyphs/yi-19.png,81.0,146.0,77.0,112.0
298,й,y,j,False,italic,False,64,135,52,146,71,94,glyphs/j-0.png,86.0,146.0,64.0,116.0
299,й,y,j,False,italic,False,69,130,48,151,61,103,glyphs/j-1.png,84.0,138.0,67.0,122.0
300,й,y,j,False,italic,False,73,126,44,154,53,110,glyphs/j-2.png,75.0,140.0,79.0,120.0
301,й,y,j,False,italic,False,70,128,40,158,58,118,glyphs/j-3.png,90.0,149.0,76.0,126.0
302,й,y,j,False,italic,False,69,129,51,148,60,97,glyphs/j-4.png,89.0,145.0,72.0,124.0
303,й,y,j,False,italic,False,68,131,52,147,63,95,glyphs/j-5.png,86.0,139.0,67.0,126.0
304,й,y,j,False,italic,False,72,126,54,145,54,91,glyphs/j-6.png,91.0,138.0,71.0,123.0
305,й,y,j,False,italic,False,66,132,54,144,66,90,glyphs/j-7.png,86.0,142.0,68.0,121.0
306,й,y,j,False,italic,False,66,132,53,145,66,92,glyphs/j-8.png,93.0,144.0,66.0,124.0
307,й,y,j,False,italic,False,68,131,47,151,63,104,glyphs/j-9.png,105.0,150.0,67.0,114.0
308,й,y,j,False,italic,False,68,131,51,148,63,97,glyphs/j-10.png,93.0,142.0,66.0,122.0
309,й,y,j,False,italic,False,73,126,52,147,53,95,glyphs/j-11.png,93.0,130.0,75.0,118.0
310,й,y,j,False,italic,False,69,130,55,143,61,88,glyphs/j-12.png,89.0,141.0,70.0,117.0
311,й,y,j,False,italic,False,72,127,52,146,55,94,glyphs/j-13.png,86.0,147.0,71.0,118.0
312,й,y,j,False,italic,False,71,127,58,141,56,83,glyphs/j-14.png,84.0,140.0,70.0,114.0
313,й,y,j,False,italic,False,70,128,51,147,58,96,glyphs/j-15.png,96.0,146.0,70.0,122.0
314,й,y,j,False,italic,False,69,130,58,140,61,82,glyphs/j-16.png,96.0,140.0,69.0,120.0
315,й,y,j,False,italic,False,68,130,62,137,62,75,glyphs/j-17.png,90.0,134.0,66.0,121.0
316,й,y,j,False,italic,False,68,130,53,145,62,92,glyphs/j-18.png,96.0,145.0,68.0,122.0
317,й,y,j,False,italic,False,62,136,37,162,74,125,glyphs/j-19.png,110.0,160.0,70.0,126.0
318,к,k,k,False,italic,False,72,127,61,137,55,76,glyphs/k-0.png,62.0,137.0,73.0,128.0
319,к,k,k,False,italic,False,71,127,66,133,56,67,glyphs/k-1.png,68.0,130.0,68.0,119.0
320,к,k,k,False,italic,False,78,121,70,128,43,58,glyphs/k-2.png,63.0,127.0,74.0,129.0
321,к,k,k,False,italic,False,71,128,61,138,57,77,glyphs/k-3.png,64.0,133.0,69.0,125.0
322,к,k,k,False,italic,False,77,122,63,136,45,73,glyphs/k-4.png,63.0,131.0,78.0,123.0
323,к,k,k,False,italic,False,75,123,64,134,48,70,glyphs/k-5.png,62.0,132.0,72.0,129.0
324,к,k,k,False,italic,False,69,129,58,140,60,82,glyphs/k-6.png,57.0,138.0,66.0,132.0
325,к,k,k,False,italic,False,72,127,63,136,55,73,glyphs/k-7.png,65.0,134.0,72.0,127.0
326,к,k,k,False,italic,False,77,121,70,129,44,59,glyphs/k-8.png,66.0,129.0,76.0,122.0
327,к,k,k,False,italic,False,69,129,57,142,60,85,glyphs/k-9.png,61.0,138.0,73.0,128.0
328,к,k,k,False,italic,False,69,130,62,137,61,75,glyphs/k-10.png,67.0,136.0,70.0,129.0
329,к,k,k,False,italic,False,73,126,65,134,53,69,glyphs/k-11.png,67.0,135.0,70.0,125.0
330,к,k,k,False,italic,False,76,123,72,126,47,54,glyphs/k-12.png,71.0,127.0,74.0,123.0
331,к,k,k,False,italic,False,65,133,60,138,68,78,glyphs/k-13.png,65.0,133.0,66.0,130.0
332,к,k,k,False,italic,False,68,131,65,134,63,69,glyphs/k-14.png,65.0,132.0,77.0,130.0
333,к,k,k,False,italic,False,68,130,64,135,62,71,glyphs/k-15.png,67.0,132.0,68.0,128.0
334,к,k,k,False,italic,False,65,133,54,145,68,91,glyphs/k-16.png,60.0,139.0,68.0,128.0
335,к,k,k,False,italic,False,61,137,55,144,76,89,glyphs/k-17.png,57.0,140.0,65.0,131.0
336,к,k,k,False,italic,False,70,129,55,144,59,89,glyphs/k-18.png,53.0,140.0,68.0,128.0
337,к,k,k,False,italic,False,62,136,59,139,74,80,glyphs/k-19.png,62.0,141.0,61.0,132.0
338,л,l,l,False,italic,False,52,146,66,133,94,67,glyphs/l-0.png,58.0,132.0,56.0,113.0
339,л,l,l,False,italic,False,69,129,61,138,60,77,glyphs/l-1.png,55.0,131.0,68.0,130.0
340,л,l,l,False,italic,False,70,128,63,135,58,72,glyphs/l-2.png,61.0,130.0,71.0,131.0
341,л,l,l,False,italic,False,57,141,58,141,84,83,glyphs/l-3.png,58.0,139.0,67.0,136.0
342,л,l,l,False,italic,False,59,139,70,129,80,59,glyphs/l-4.png,60.0,122.0,64.0,139.0
343,л,l,l,False,italic,False,65,134,50,149,69,99,glyphs/l-5.png,56.0,136.0,70.0,133.0
344,л,l,l,False,italic,False,75,123,53,145,48,92,glyphs/l-6.png,50.0,141.0,76.0,128.0
345,л,l,l,False,italic,False,67,131,52,146,64,94,glyphs/l-7.png,53.0,142.0,67.0,128.0
346,л,l,l,False,italic,False,71,127,54,144,56,90,glyphs/l-8.png,54.0,141.0,71.0,127.0
347,л,l,l,False,italic,False,74,125,46,152,51,106,glyphs/l-9.png,45.0,137.0,77.0,126.0
348,л,l,l,False,italic,False,53,145,49,150,92,101,glyphs/l-10.png,47.0,145.0,62.0,140.0
349,л,l,l,False,italic,False,65,133,62,137,68,75,glyphs/l-11.png,58.0,136.0,73.0,133.0
350,л,l,l,False,italic,False,56,143,59,139,87,80,glyphs/l-12.png,54.0,138.0,66.0,136.0
351,л,l,l,False,italic,False,59,140,48,150,81,102,glyphs/l-13.png,45.0,141.0,70.0,134.0
352,л,l,l,False,italic,False,62,137,57,142,75,85,glyphs/l-14.png,56.0,141.0,69.0,130.0
353,л,l,l,False,italic,False,55,143,46,152,88,106,glyphs/l-15.png,47.0,138.0,61.0,132.0
354,л,l,l,False,italic,False,63,136,53,145,73,92,glyphs/l-16.png,47.0,143.0,66.0,132.0
355,л,l,l,False,italic,False,57,141,51,148,84,97,glyphs/l-17.png,46.0,148.0,57.0,140.0
356,л,l,l,False,italic,False,59,139,50,149,80,99,glyphs/l-18.png,45.0,148.0,65.0,134.0
357,л,l,l,False,italic,False,55,143,40,158,88,118,glyphs/l-19.png,38.0,155.0,59.0,134.0
358,м,m,m,False,italic,False,47,151,67,132,104,65,glyphs/m-0.png,55.0,131.0,56.0,139.0
359,м,m,m,False,italic,False,57,142,51,147,85,96,glyphs/m-1.png,51.0,141.0,62.0,140.0
360,м,m,m,False,italic,False,56,142,55,143,86,88,glyphs/m-2.png,52.0,131.0,61.0,140.0
361,м,m,m,False,italic,False,54,144,53,146,90,93,glyphs/m-3.png,50.0,145.0,59.0,138.0
362,м,m,m,False,italic,False,48,151,63,135,103,72,glyphs/m-4.png,56.0,126.0,56.0,144.0
363,м,m,m,False,italic,False,55,143,58,141,88,83,glyphs/m-5.png,55.0,140.0,69.0,142.0
364,м,m,m,False,italic,False,49,149,63,135,100,72,glyphs/m-6.png,60.0,134.0,58.0,143.0
365,м,m,m,False,italic,False,58,141,71,128,83,57,glyphs/m-7.png,65.0,127.0,67.0,139.0
366,м,m,m,False,italic,False,52,147,50,148,95,98,glyphs/m-8.png,50.0,129.0,54.0,141.0
367,м,m,m,False,italic,False,50,149,57,141,99,84,glyphs/m-9.png,57.0,136.0,60.0,141.0
368,м,m,m,False,italic,False,48,150,60,139,102,79,glyphs/m-10.png,58.0,129.0,53.0,146.0
369,м,m,m,False,italic,False,63,136,62,137,73,75,glyphs/m-11.png,59.0,135.0,67.0,139.0
370,м,m,m,False,italic,False,55,143,56,143,88,87,glyphs/m-12.png,54.0,141.0,65.0,139.0
371,м,m,m,False,italic,False,55,143,60,139,88,79,glyphs/m-13.png,58.0,138.0,63.0,143.0
372,м,m,m,False,italic,False,60,138,54,145,78,91,glyphs/m-14.png,57.0,142.0,65.0,135.0
373,м,m,m,False,italic,False,50,148,56,143,98,87,glyphs/m-15.png,54.0,144.0,56.0,142.0
374,м,m,m,False,italic,False,53,146,54,145,93,91,glyphs/m-16.png,52.0,146.0,58.0,139.0
375,м,m,m,False,italic,False,41,157,60,139,116,79,glyphs/m-17.png,54.0,137.0,42.0,147.0
376,м,m,m,False,italic,False,48,151,58,140,103,82,glyphs/m-18.png,55.0,138.0,53.0,138.0
377,н,n,n,False,italic,False,67,132,65,134,65,69,glyphs/n-0.png,67.0,135.0,63.0,119.0
378,н,n,n,False,italic,False,57,141,60,139,84,79,glyphs/n-1.png,60.0,137.0,58.0,132.0
379,н,n,n,False,italic,False,62,136,61,137,74,76,glyphs/n-2.png,59.0,136.0,62.0,129.0
380,н,n,n,False,italic,False,63,135,63,135,72,72,glyphs/n-3.png,60.0,136.0,62.0,128.0
381,н,n,n,False,italic,False,58,141,69,130,83,61,glyphs/n-4.png,63.0,129.0,57.0,135.0
382,н,n,n,False,italic,False,69,129,64,134,60,70,glyphs/n-5.png,58.0,134.0,68.0,122.0
383,н,n,n,False,italic,False,61,137,57,141,76,84,glyphs/n-6.png,57.0,137.0,60.0,129.0
384,н,n,n,False,italic,False,62,137,57,141,75,84,glyphs/n-7.png,55.0,139.0,60.0,128.0
385,н,n,n,False,italic,False,59,140,58,141,81,83,glyphs/n-8.png,55.0,139.0,60.0,128.0
386,н,n,n,False,italic,False,65,133,66,132,68,66,glyphs/n-9.png,63.0,131.0,65.0,130.0
387,н,n,n,False,italic,False,64,135,70,128,71,58,glyphs/n-10.png,64.0,128.0,67.0,128.0
388,н,n,n,False,italic,False,58,140,68,131,82,63,glyphs/n-11.png,68.0,130.0,59.0,126.0
389,н,n,n,False,italic,False,73,125,57,141,52,84,glyphs/n-12.png,57.0,143.0,70.0,124.0
390,н,n,n,False,italic,False,62,136,62,137,74,75,glyphs/n-13.png,59.0,138.0,66.0,132.0
391,н,n,n,False,italic,False,68,130,63,136,62,73,glyphs/n-14.png,63.0,136.0,72.0,120.0
392,н,n,n,False,italic,False,69,129,68,131,60,63,glyphs/n-15.png,64.0,129.0,70.0,118.0
393,н,n,n,False,italic,False,67,132,58,141,65,83,glyphs/n-16.png,60.0,130.0,65.0,126.0
394,н,n,n,False,italic,False,59,140,63,136,81,73,glyphs/n-17.png,60.0,130.0,60.0,123.0
395,о,o,o,False,italic,False,71,127,72,127,56,55,glyphs/o-0.png,71.0,126.0,78.0,123.0
396,о,o,o,False,italic,False,69,130,62,136,61,74,glyphs/o-1.png,61.0,134.0,73.0,129.0
397,о,o,o,False,italic,False,74,125,65,133,51,68,glyphs/o-2.png,61.0,131.0,75.0,123.0
398,о,o,o,False,italic,False,70,129,58,140,59,82,glyphs/o-3.png,62.0,138.0,72.0,129.0
399,о,o,o,False,italic,False,77,122,66,133,45,67,glyphs/o-4.png,60.0,130.0,79.0,120.0
400,о,o,o,False,italic,False,71,128,61,138,57,77,glyphs/o-5.png,62.0,137.0,75.0,128.0
401,о,o,o,False,italic,False,69,130,49,150,61,101,glyphs/o-6.png,49.0,151.0,70.0,130.0
402,о,o,o,False,italic,False,66,132,52,146,66,94,glyphs/o-7.png,50.0,144.0,66.0,130.0
403,о,o,o,False,italic,False,75,124,59,139,49,80,glyphs/o-8.png,60.0,139.0,76.0,125.0
404,о,o,o,False,italic,False,82,116,62,137,34,75,glyphs/o-9.png,59.0,139.0,79.0,117.0
405,о,o,o,False,italic,False,79,119,49,150,40,101,glyphs/o-10.png,51.0,147.0,79.0,119.0
406,о,o,o,False,italic,False,70,128,45,153,58,108,glyphs/o-11.png,44.0,145.0,73.0,126.0
407,о,o,o,False,italic,False,72,127,53,146,55,93,glyphs/o-12.png,58.0,146.0,80.0,124.0
408,о,o,o,False,italic,False,73,126,55,143,53,88,glyphs/o-13.png,55.0,143.0,77.0,127.0
409,о,o,o,False,italic,False,78,121,50,148,43,98,glyphs/o-14.png,49.0,147.0,75.0,119.0
410,о,o,o,False,italic,False,77,121,54,144,44,90,glyphs/o-15.png,55.0,144.0,77.0,123.0
411,о,o,o,False,italic,False,79,119,52,146,40,94,glyphs/o-16.png,48.0,145.0,80.0,117.0
412,о,o,o,False,italic,False,71,128,46,152,57,106,glyphs/o-17.png,44.0,151.0,71.0,127.0
413,п,p,p,False,italic,False,74,124,60,138,50,78,glyphs/p-0.png,62.0,136.0,75.0,112.0
414,п,p,p,False,italic,False,66,132,53,146,66,93,glyphs/p-1.png,57.0,144.0,73.0,120.0
415,п,p,p,False,italic,False,58,140,61,137,82,76,glyphs/p-2.png,59.0,135.0,55.0,122.0
416,п,p,p,False,italic,False,66,132,59,139,66,80,glyphs/p-3.png,56.0,136.0,60.0,120.0
417,п,p,p,False,italic,False,64,135,58,140,71,82,glyphs/p-4.png,55.0,137.0,63.0,123.0
418,п,p,p,False,italic,False,66,133,67,132,67,65,glyphs/p-5.png,62.0,131.0,67.0,115.0
419,п,p,p,False,italic,False,54,145,68,131,91,63,glyphs/p-6.png,68.0,130.0,59.0,120.0
420,п,p,p,False,italic,False,62,137,66,133,75,67,glyphs/p-7.png,68.0,131.0,66.0,126.0
421,п,p,p,False,italic,False,58,141,64,134,83,70,glyphs/p-8.png,68.0,126.0,64.0,125.0
422,п,p,p,False,italic,False,57,142,65,133,85,68,glyphs/p-9.png,70.0,131.0,66.0,124.0
423,п,p,p,False,italic,False,48,150,57,141,102,84,glyphs/p-10.png,64.0,132.0,65.0,132.0
424,п,p,p,False,italic,False,57,141,59,140,84,81,glyphs/p-11.png,61.0,126.0,59.0,117.0
425,п,p,p,False,italic,False,44,155,58,141,111,83,glyphs/p-12.png,62.0,133.0,52.0,125.0
426,п,p,p,False,italic,False,64,134,58,141,70,83,glyphs/p-13.png,62.0,121.0,65.0,121.0
427,п,p,p,False,italic,False,59,140,64,135,81,71,glyphs/p-14.png,68.0,134.0,67.0,124.0
428,п,p,p,False,italic,False,52,147,60,139,95,79,glyphs/p-15.png,62.0,129.0,64.0,124.0
429,п,p,p,False,italic,False,54,144,67,132,90,65,glyphs/p-16.png,67.0,130.0,62.0,123.0
430,п,p,p,False,italic,False,53,145,64,134,92,70,glyphs/p-17.png,66.0,135.0,65.0,130.0
431,р,r,r,False,italic,False,68,130,51,148,62,97,glyphs/r-0.png,43.0,100.0,66.0,121.0
432,р,r,r,False,italic,False,69,130,58,141,61,83,glyphs/r-1.png,55.0,114.0,72.0,126.0
433,р,r,r,False,italic,False,66,133,45,154,67,109,glyphs/r-2.png,47.0,111.0,70.0,120.0
434,р,r,r,False,italic,False,60,139,43,156,79,113,glyphs/r-3.png,42.0,111.0,71.0,129.0
435,р,r,r,False,italic,False,62,137,52,146,75,94,glyphs/r-4.png,51.0,103.0,73.0,136.0
436,р,r,r,False,italic,False,73,126,40,159,53,119,glyphs/r-5.png,36.0,97.0,83.0,123.0
437,р,r,r,False,italic,False,64,135,51,147,71,96,glyphs/r-6.png,50.0,109.0,69.0,129.0
438,р,r,r,False,italic,False,50,148,43,155,98,112,glyphs/r-7.png,44.0,105.0,59.0,137.0
439,р,r,r,False,italic,False,58,141,64,134,83,70,glyphs/r-8.png,61.0,106.0,58.0,130.0
440,р,r,r,False,italic,False,60,139,47,151,79,104,glyphs/r-9.png,66.0,115.0,66.0,131.0
441,р,r,r,False,italic,False,54,144,39,160,90,121,glyphs/r-10.png,40.0,99.0,56.0,130.0
442,р,r,r,False,italic,False,63,135,47,151,72,104,glyphs/r-11.png,53.0,112.0,79.0,132.0
443,р,r,r,False,italic,False,66,133,48,150,67,102,glyphs/r-12.png,45.0,103.0,80.0,129.0
444,р,r,r,False,italic,False,64,134,52,146,70,94,glyphs/r-13.png,54.0,109.0,69.0,123.0
445,р,r,r,False,italic,False,67,131,47,151,64,104,glyphs/r-14.png,48.0,102.0,74.0,121.0
446,р,r,r,False,italic,False,62,137,57,141,75,84,glyphs/r-15.png,54.0,105.0,65.0,127.0
447,р,r,r,False,italic,False,55,143,47,151,88,104,glyphs/r-16.png,56.0,115.0,57.0,133.0
448,р,r,r,False,italic,False,62,137,46,152,75,106,glyphs/r-17.png,41.0,97.0,60.0,126.0
449,р,r,r,False,italic,False,64,135,47,152,71,105,glyphs/r-18.png,42.0,100.0,65.0,122.0
450,р,r,r,False,italic,False,53,145,42,157,92,115,glyphs/r-19.png,44.0,98.0,56.0,130.0
451,с,s,s,False,italic,False,73,126,58,141,53,83,glyphs/s-0.png,55.0,142.0,71.0,127.0
452,с,s,s,False,italic,False,83,116,67,132,33,65,glyphs/s-1.png,62.0,136.0,79.0,121.0
453,с,s,s,False,italic,False,86,112,56,142,26,86,glyphs/s-2.png,57.0,141.0,84.0,117.0
454,с,s,s,False,italic,False,72,127,50,148,55,98,glyphs/s-3.png,52.0,149.0,74.0,126.0
455,с,s,s,False,italic,False,72,126,60,139,54,79,glyphs/s-4.png,64.0,139.0,74.0,128.0
456,с,s,s,False,italic,False,72,126,65,133,54,68,glyphs/s-5.png,68.0,131.0,72.0,124.0
457,с,s,s,False,italic,False,65,133,69,129,68,60,glyphs/s-6.png,68.0,127.0,66.0,133.0
458,с,s,s,False,italic,False,66,133,60,139,67,79,glyphs/s-7.png,63.0,138.0,70.0,124.0
459,с,s,s,False,italic,False,68,130,61,138,62,77,glyphs/s-8.png,60.0,136.0,69.0,129.0
460,с,s,s,False,italic,False,74,125,54,145,51,91,glyphs/s-9.png,56.0,145.0,68.0,119.0
461,с,s,s,False,italic,False,63,136,58,140,73,82,glyphs/s-10.png,59.0,140.0,66.0,126.0
462,с,s,s,False,italic,False,63,136,56,143,73,87,glyphs/s-11.png,53.0,142.0,63.0,129.0
463,с,s,s,False,italic,False,79,119,53,145,40,92,glyphs/s-12.png,53.0,145.0,76.0,115.0
464,с,s,s,False,italic,False,64,135,53,146,71,93,glyphs/s-13.png,51.0,145.0,66.0,132.0
465,с,s,s,False,italic,False,78,120,51,148,42,97,glyphs/s-14.png,50.0,146.0,78.0,120.0
466,с,s,s,False,italic,False,59,139,48,151,80,103,glyphs/s-15.png,53.0,149.0,64.0,131.0
467,с,s,s,False,italic,False,72,126,67,132,54,65,glyphs/s-16.png,68.0,132.0,73.0,125.0
468,с,s,s,False,italic,False,69,129,52,147,60,95,glyphs/s-17.png,53.0,146.0,70.0,127.0
469,с,s,s,False,italic,False,69,130,74,125,61,51,glyphs/s-18.png,71.0,126.0,71.0,129.0
470,т,t,t,False,italic,False,48,150,68,130,102,62,glyphs/t-0.png,72.0,129.0,50.0,140.0
471,т,t,t,False,italic,False,48,150,63,136,102,73,glyphs/t-1.png,60.0,129.0,48.0,134.0
472,т,t,t,False,italic,False,43,155,52,146,112,94,glyphs/t-2.png,95.0,145.0,48.0,139.0
473,т,t,t,False,italic,False,49,149,54,145,100,91,glyphs/t-3.png,93.0,145.0,55.0,131.0
474,т,t,t,False,italic,False,43,156,64,135,113,71,glyphs/t-4.png,78.0,132.0,43.0,132.0
475,т,t,t,False,italic,False,46,152,63,136,106,73,glyphs/t-5.png,82.0,135.0,44.0,131.0
476,т,t,t,False,italic,False,42,157,54,144,115,90,glyphs/t-6.png,83.0,141.0,47.0,139.0
477,т,t,t,False,italic,False,49,149,53,146,100,93,glyphs/t-7.png,82.0,144.0,47.0,135.0
478,т,t,t,False,italic,False,43,155,54,144,112,90,glyphs/t-8.png,77.0,140.0,46.0,140.0
479,т,t,t,False,italic,False,57,142,59,140,85,81,glyphs/t-9.png,83.0,140.0,64.0,129.0
480,т,t,t,False,italic,False,56,142,63,135,86,72,glyphs/t-10.png,75.0,131.0,63.0,132.0
481,т,t,t,False,italic,False,56,142,67,131,86,64,glyphs/t-11.png,73.0,133.0,55.0,134.0
482,т,t,t,False,italic,False,47,152,66,133,105,67,glyphs/t-12.png,73.0,133.0,55.0,134.0
483,т,t,t,False,italic,False,53,145,61,138,92,77,glyphs/t-13.png,62.0,139.0,52.0,136.0
484,т,t,t,False,italic,False,40,158,67,131,118,64,glyphs/t-14.png,71.0,133.0,39.0,144.0
485,т,t,t,False,italic,False,48,151,61,138,103,77,glyphs/t-15.png,74.0,136.0,51.0,142.0
486,т,t,t,False,italic,False,43,156,61,137,113,76,glyphs/t-16.png,64.0,132.0,44.0,141.0
487,т,t,t,False,italic,False,47,151,63,135,104,72,glyphs/t-17.png,74.0,135.0,45.0,142.0
488,т,t,t,False,italic,False,50,148,59,139,98,80,glyphs/t-18.png,71.0,137.0,47.0,136.0
489,у,u,u,False,italic,False,62,136,42,156,74,114,glyphs/u-0.png,34.0,99.0,64.0,120.0
490,у,u,u,False,italic,False,59,140,41,157,81,116,glyphs/u-1.png,36.0,93.0,60.0,120.0
491,у,u,u,False,italic,False,64,134,34,165,70,131,glyphs/u-2.png,39.0,101.0,64.0,125.0
492,у,u,u,False,italic,False,62,137,51,147,75,96,glyphs/u-3.png,55.0,103.0,61.0,117.0
493,у,u,u,False,italic,False,67,132,48,150,65,102,glyphs/u-4.png,47.0,99.0,64.0,114.0
494,у,u,u,False,italic,False,53,146,40,158,93,118,glyphs/u-5.png,43.0,85.0,56.0,113.0
495,у,u,u,False,italic,False,61,137,35,163,76,128,glyphs/u-6.png,32.0,88.0,68.0,126.0
496,у,u,u,False,italic,False,57,142,44,154,85,110,glyphs/u-7.png,44.0,78.0,56.0,111.0
497,у,u,u,False,italic,False,56,142,42,156,86,114,glyphs/u-8.png,39.0,83.0,59.0,130.0
498,у,u,u,False,italic,False,48,151,47,152,103,105,glyphs/u-9.png,41.0,91.0,51.0,107.0
499,у,u,u,False,italic,False,59,140,41,158,81,117,glyphs/u-10.png,46.0,93.0,60.0,130.0
500,у,u,u,False,italic,False,61,138,40,159,77,119,glyphs/u-11.png,42.0,98.0,58.0,107.0
501,у,u,u,False,italic,False,60,138,41,157,78,116,glyphs/u-12.png,34.0,90.0,61.0,114.0
502,у,u,u,False,italic,False,59,139,40,158,80,118,glyphs/u-13.png,36.0,82.0,73.0,137.0
503,у,u,u,False,italic,False,67,131,45,153,64,108,glyphs/u-14.png,44.0,98.0,65.0,116.0
504,у,u,u,False,italic,False,58,140,41,158,82,117,glyphs/u-15.png,39.0,91.0,59.0,125.0
505,у,u,u,False,italic,False,58,141,39,160,83,121,glyphs/u-16.png,39.0,84.0,57.0,114.0
506,у,u,u,False,italic,False,58,140,35,163,82,128,glyphs/u-17.png,32.0,90.0,56.0,107.0
507,у,u,u,False,italic,False,54,145,33,165,91,132,glyphs/u-18.png,32.0,87.0,51.0,109.0
508,у,u,u,False,italic,False,58,140,31,168,82,137,glyphs/u-19.png,30.0,92.0,59.0,115.0
